amount,payment_method,bank,hour,user_success_rate,success
1851,0,0,11,0.8581861082387587,1
4081,2,0,7,0.8121028343398335,0
4869,0,1,14,0.4221262123300728,0
2461,1,3,20,0.4656795181774858,0
4527,2,4,22,0.7026840923355862,0
4231,2,2,18,0.5066153217090921,0
1808,0,2,14,0.5956277271357224,0
2786,0,4,7,0.6406159228409202,1
2995,1,1,7,0.7159722037452831,1
4635,2,2,18,0.47573592710748575,0
2876,0,0,8,0.41419810048847167,0
1219,1,2,23,0.5789943714558186,0
3088,0,4,16,0.35741835739892003,0
4359,2,0,7,0.6687356197636385,0
4343,0,2,11,0.887723611464482,0
294,2,4,14,0.383282961602903,0
762,0,1,3,0.3789113724906703,0
579,2,4,5,0.3561524592071465,0
4318,1,1,15,0.8935029028333314,0
1523,2,0,4,0.3564934264497141,0
2808,1,4,22,0.9884234247690817,1
3275,2,3,12,0.5508319058322826,0
3914,1,3,14,0.5301335113997337,0
2114,0,3,16,0.3641422264679344,0
3889,2,3,21,0.7099488488468917,0
4905,0,3,19,0.7101175486469542,0
2543,1,1,21,0.6456640791030999,1
1011,2,4,4,0.5177141030511186,0
3313,2,0,18,0.5580066230457948,0
2464,0,3,6,0.5243523755716166,0
3729,2,3,2,0.5983024857963513,0
3572,2,0,12,0.5392516738368581,0
780,0,0,13,0.772862123905675,1
4751,2,3,15,0.5070505306430888,0
709,0,1,12,0.5455867620461179,0
2256,0,0,1,0.6048219193524036,1
3966,0,4,13,0.30277328398963016,0
471,0,4,19,0.6444578019546243,1
715,0,1,6,0.4790738622350542,0
2353,1,2,4,0.3393053178171625,0
4238,1,1,13,0.9377149091353563,0
964,0,3,8,0.5256931137208524,0
1368,1,2,9,0.598259684570893,0
884,1,3,6,0.8791402108367692,1
4671,2,4,13,0.41675227952760385,0
